,Data,Leonardo,Poste Italiane,Telecom Italia,Generali,UniCredit,Stellantis,Intesa Sanpaolo,Ferrari,Enel,Eni,FTSE MIB
756,2022-12-15,7.74,8.998,0.2052,16.56,12.566,13.554,1.9944,209.2,5.055,13.05,23726.05
757,2022-12-16,7.768,9.048,0.2031,16.5,12.788,13.354,2.058,206.5,5.05,12.9,23688.16
758,2022-12-19,7.654,9.056,0.2118,16.685,12.686,13.474,2.0345,204.9,5.046,12.99,23683.54
759,2022-12-20,7.8,9.212,0.211,16.73,13.196,13.254,2.0755,201.4,5.047,13.0,23718.25
760,2022-12-21,7.968,9.288,0.2157,16.98,13.4,13.54,2.1005,202.6,5.13,13.462,24111.97
761,2022-12-22,7.914,9.21,0.2134,16.855,13.238,13.124,2.084,200.2,5.074,13.376,23813.3
762,2022-12-23,8.076,9.22,0.2185,16.8,13.284,13.19,2.0925,198.7,5.101,13.476,23877.55
763,2022-12-27,8.16,9.232,0.2181,16.755,13.262,13.158,2.082,199.05,5.078,13.546,23855.86
764,2022-12-28,8.122,9.148,0.2185,16.695,13.324,13.118,2.0805,199.15,5.049,13.508,23770.44
765,2022-12-29,8.18,9.25,0.2248,16.815,13.316,13.378,2.107,203.0,5.101,13.592,24056.55
766,2022-12-30,8.06,9.126,0.2163,16.615,13.272,13.264,2.078,200.2,5.03,13.286,23706.96
767,2023-01-02,8.294,9.232,0.2188,16.775,13.446,13.648,2.123,202.5,5.171,13.708,24158.28
768,2023-01-03,8.242,9.412,0.223,16.85,13.91,13.826,2.1725,203.8,5.3,13.786,24436.47
769,2023-01-04,8.09,9.646,0.2314,17.27,14.43,14.192,2.2285,206.1,5.487,13.576,24860.56
770,2023-01-05,8.046,9.512,0.2323,17.275,14.534,14.34,2.215,205.9,5.478,13.608,24832.7
771,2023-01-06,8.15,9.606,0.2356,17.34,14.712,14.446,2.2335,208.9,5.601,13.838,25180.35
772,2023-01-09,8.078,9.588,0.2487,17.18,14.612,14.554,2.2285,216.0,5.599,13.944,25385.09
773,2023-01-10,8.06,9.7,0.2493,17.33,14.598,14.666,2.25,213.5,5.536,13.974,25364.61
774,2023-01-11,8.05,9.616,0.2466,17.4,14.38,14.648,2.2595,216.9,5.63,14.24,25546.86
775,2023-01-12,8.21,9.704,0.2504,17.385,14.588,14.77,2.284,216.7,5.707,14.416,25733.96
776,2023-01-13,8.226,9.73,0.2496,17.355,14.754,14.23,2.288,217.6,5.728,14.422,25783.48
777,2023-01-16,8.242,9.784,0.2579,17.425,14.788,14.316,2.285,217.3,5.808,14.328,25901.33
778,2023-01-17,8.646,9.722,0.26,17.51,14.658,14.362,2.261,221.3,5.76,14.372,25981.19
779,2023-01-18,8.684,9.766,0.2563,17.525,14.618,14.268,2.25,222.7,5.764,14.46,26052.39
780,2023-01-19,8.848,9.552,0.2547,17.37,14.62,13.91,2.223,219.4,5.657,14.254,25596.28
781,2023-01-20,8.91,9.582,0.2551,17.76,14.958,14.024,2.1805,222.6,5.65,14.456,25775.52
782,2023-01-23,9.218,9.628,0.2599,17.84,15.03,14.016,2.2395,224.1,5.466,14.4,25821.45
783,2023-01-24,9.21,9.646,0.2574,17.915,15.256,14.02,2.2855,223.4,5.496,14.18,25884.31
784,2023-01-25,9.446,9.638,0.2565,17.865,15.31,13.916,2.295,224.6,5.478,14.076,25875.3
785,2023-01-26,9.568,9.7,0.2559,17.91,15.736,14.054,2.3425,227.5,5.483,14.198,26217.56
786,2023-01-27,9.548,9.776,0.2541,17.945,15.888,14.196,2.351,232.7,5.485,14.292,26435.75
787,2023-01-30,9.616,9.744,0.2659,18.01,15.926,14.024,2.344,232.4,5.433,14.17,26335.98
788,2023-01-31,9.454,9.786,0.2639,17.9,17.884,14.376,2.41,228.9,5.391,14.136,26599.74
789,2023-02-01,9.6,9.816,0.262,18.185,18.08,14.488,2.453,230.0,5.273,13.846,26703.87
790,2023-02-02,9.57,10.19,0.287,18.15,18.138,15.208,2.455,246.8,5.382,13.75,27100.62
791,2023-02-03,9.496,10.08,0.2835,18.05,18.018,15.2,2.383,242.0,5.362,13.844,26950.74
792,2023-02-06,9.482,10.09,0.2925,18.11,18.302,15.08,2.447,243.8,5.379,13.696,27022.33
793,2023-02-07,9.474,10.1,0.2991,18.105,18.262,15.088,2.4685,245.8,5.359,13.906,27118.74
794,2023-02-08,9.634,10.19,0.3048,18.155,18.222,15.122,2.469,247.3,5.346,14.16,27160.73
795,2023-02-09,9.764,10.26,0.3,18.22,18.974,15.678,2.504,250.2,5.34,14.344,27503.75
796,2023-02-10,9.858,10.05,0.295,18.245,18.742,15.412,2.477,242.6,5.411,14.75,27268.17
797,2023-02-13,10.025,10.195,0.295,18.265,18.68,15.508,2.499,246.1,5.403,14.768,27438.61
798,2023-02-14,10.105,10.19,0.2964,18.25,18.926,15.576,2.5025,245.7,5.38,14.826,27498.26
799,2023-02-15,10.215,10.14,0.2984,18.345,18.632,15.87,2.495,248.9,5.387,14.69,27533.69
800,2023-02-16,10.445,10.23,0.3058,18.305,19.426,15.904,2.551,250.6,5.374,14.714,27853.74
801,2023-02-17,10.455,10.225,0.3135,18.32,19.558,15.95,2.5645,249.0,5.353,14.3,27751.14
802,2023-02-20,10.23,10.19,0.305,18.365,19.0,16.138,2.554,247.0,5.35,14.35,27597.01
803,2023-02-21,10.465,10.08,0.3014,18.345,18.6,15.868,2.553,246.1,5.315,14.268,27409.34
804,2023-02-22,10.345,9.908,0.3098,18.13,18.104,16.218,2.4765,245.5,5.239,14.114,27101.53
805,2023-02-23,10.445,9.978,0.3025,18.16,18.452,16.804,2.514,247.0,5.26,13.358,27277.62
806,2023-02-24,10.47,9.856,0.3066,18.15,18.236,16.45,2.495,244.8,5.234,13.192,26986.35
807,2023-02-27,10.625,9.996,0.3077,18.34,19.078,16.632,2.533,246.9,5.306,13.4,27444.31
808,2023-02-28,10.615,10.2,0.3092,18.71,19.348,16.554,2.5615,245.3,5.317,13.366,27478.37
809,2023-03-01,10.62,10.045,0.3066,18.53,18.872,17.056,2.537,246.1,5.2,13.17,27315.08
810,2023-03-02,10.705,10.04,0.3054,18.525,18.636,17.172,2.542,248.5,5.265,13.344,27397.6
811,2023-03-03,10.795,10.13,0.309,18.6,18.938,17.668,2.5745,256.4,5.301,13.434,27825.08
812,2023-03-06,10.905,10.315,0.3187,18.76,19.278,17.576,2.5925,255.7,5.334,13.536,27949.29
813,2023-03-07,10.885,10.25,0.3114,18.765,19.084,17.53,2.565,255.0,5.295,13.422,27761.57
814,2023-03-08,10.76,10.22,0.3144,18.81,19.402,17.49,2.5725,254.9,5.32,13.418,27911.52
815,2023-03-09,10.72,10.15,0.313,18.625,19.22,17.202,2.5315,252.9,5.319,13.392,27710.53
816,2023-03-10,11.025,9.988,0.3122,18.42,18.62,16.888,2.482,248.4,5.326,13.43,27281.96
817,2023-03-13,11.035,9.584,0.3023,17.8,16.942,16.204,2.3305,242.3,5.227,12.924,26183.54
818,2023-03-14,11.36,9.736,0.3088,18.445,17.654,16.394,2.4085,245.0,5.364,13.04,26800.98
819,2023-03-15,10.585,9.21,0.2982,17.365,16.054,15.794,2.2435,240.8,5.246,12.31,25565.84
820,2023-03-16,10.75,9.266,0.2951,17.54,16.49,15.916,2.248,248.0,5.296,12.162,25918.76
821,2023-03-17,10.435,9.012,0.2831,17.215,15.898,15.716,2.193,242.0,5.287,12.162,25494.54
822,2023-03-20,10.535,9.106,0.288,17.615,16.286,15.846,2.275,243.9,5.388,12.206,25899.57
823,2023-03-21,10.845,9.416,0.29,18.185,17.42,16.186,2.355,246.9,5.48,12.464,26554.33
824,2023-03-22,11.03,9.354,0.29,18.09,17.2,16.196,2.343,248.0,5.504,12.478,26523.33
825,2023-03-23,11.055,9.372,0.2913,18.04,16.916,16.18,2.319,247.7,5.507,12.454,26482.21
826,2023-03-24,10.67,9.196,0.2834,17.69,16.23,15.902,2.263,243.9,5.392,12.172,25892.18
827,2023-03-27,10.975,9.354,0.2883,17.84,16.43,16.23,2.2715,247.0,5.464,12.308,26206.67
828,2023-03-28,10.87,9.364,0.2955,17.855,17.15,16.252,2.2935,246.0,5.45,12.546,26329.46
829,2023-03-29,10.925,9.514,0.298,18.08,17.25,16.41,2.328,247.7,5.508,12.674,26739.01
830,2023-03-30,10.875,9.41,0.3018,18.295,17.46,16.582,2.365,246.4,5.61,12.886,27021.04
831,2023-03-31,10.82,9.412,0.3042,18.38,17.41,16.736,2.3675,249.3,5.627,12.906,27113.95
832,2023-04-03,10.955,9.326,0.3087,18.35,17.93,16.67,2.365,247.8,5.602,13.432,27179.37
833,2023-04-04,11.05,9.212,0.3065,18.29,17.948,16.44,2.328,248.3,5.585,13.31,27026.56
834,2023-04-05,10.99,9.134,0.308,18.41,17.74,16.114,2.309,248.9,5.662,13.434,26867.39
835,2023-04-06,11.29,9.242,0.3079,18.55,18.238,16.248,2.358,248.9,5.849,13.54,27213.86
836,2023-04-11,11.41,9.35,0.31,18.82,18.36,16.75,2.377,251.8,5.904,13.784,27525.51
837,2023-04-12,11.355,9.29,0.3078,18.84,18.84,16.796,2.3955,252.1,5.992,13.666,27629.34
838,2023-04-13,11.72,9.39,0.3077,18.84,18.82,16.828,2.388,255.2,5.757,13.864,27626.61
839,2023-04-14,11.775,9.544,0.3061,18.93,19.37,17.164,2.4685,259.6,5.708,13.802,27872.24
840,2023-04-17,11.78,9.4,0.3079,18.78,19.028,16.978,2.4415,255.5,5.72,13.88,27700.21
841,2023-04-18,11.565,9.464,0.3118,18.895,19.45,17.032,2.478,255.3,5.759,13.89,27891.43
842,2023-04-19,11.425,9.564,0.286,19.065,19.784,16.968,2.4985,254.5,5.809,13.754,27933.61
843,2023-04-20,11.41,9.47,0.2815,19.09,19.434,16.05,2.4895,251.7,5.84,13.584,27627.12
844,2023-04-21,11.305,9.58,0.2694,19.095,19.528,15.944,2.4845,252.1,5.931,13.766,27745.81
845,2023-04-24,11.095,9.628,0.2659,19.135,18.864,14.938,2.507,254.5,6.028,13.818,27537.07
846,2023-04-25,10.9,9.488,0.2596,18.99,18.354,14.754,2.461,254.3,6.056,13.614,27253.48
847,2023-04-26,10.78,9.418,0.2624,18.885,18.0,14.67,2.434,251.6,6.09,13.746,27107.51
848,2023-04-27,10.86,9.524,0.2693,19.005,18.638,14.754,2.458,251.3,6.165,13.482,27158.0
849,2023-04-28,10.805,9.426,0.2669,18.88,17.94,15.0,2.3845,252.3,6.199,13.746,27077.44
850,2023-05-02,10.66,9.202,0.2597,18.58,17.626,14.738,2.3285,249.3,6.098,13.17,26630.09
851,2023-05-03,10.95,9.284,0.2482,18.655,18.288,14.462,2.369,253.1,6.099,13.038,26835.31
852,2023-05-04,10.315,9.182,0.2487,18.505,18.058,14.36,2.3455,265.0,6.087,12.974,26670.29
853,2023-05-05,10.445,9.476,0.2688,18.84,18.94,14.726,2.432,269.5,6.162,13.57,27348.57
854,2023-05-08,10.445,9.522,0.2682,18.99,18.98,14.82,2.463,268.9,6.119,13.644,27426.23
855,2023-05-09,10.465,9.582,0.2671,18.975,19.062,14.942,2.4565,269.9,6.112,13.52,27383.53
856,2023-05-10,10.67,9.622,0.2776,18.86,18.802,14.97,2.4155,268.0,6.093,13.432,27264.77
857,2023-05-11,10.635,9.504,0.2712,18.605,18.866,14.91,2.4015,269.4,6.044,13.194,27098.89
858,2023-05-12,11.065,9.604,0.2727,18.72,18.872,14.946,2.428,272.4,6.058,13.386,27347.32
859,2023-05-15,11.055,9.69,0.2683,18.865,18.77,14.862,2.4205,270.3,6.018,13.346,27245.46
860,2023-05-16,11.125,9.63,0.2623,18.77,18.866,14.692,2.41,270.8,6.02,13.23,27198.87
861,2023-05-17,11.3,9.688,0.266,18.63,18.936,14.84,2.403,270.3,5.978,13.396,27196.46
862,2023-05-18,11.32,9.656,0.2636,18.68,19.048,15.146,2.3895,273.6,5.901,13.34,27235.65
863,2023-05-19,11.235,9.784,0.2694,19.005,19.01,15.432,2.4165,275.9,6.009,13.45,27520.33
864,2023-05-22,11.2,9.93,0.273,18.045,19.102,15.322,2.341,278.8,6.039,13.27,27310.7
865,2023-05-23,11.02,9.902,0.275,18.105,19.126,15.238,2.342,269.5,6.031,13.364,27174.97
866,2023-05-24,10.47,9.638,0.2664,17.875,18.324,14.62,2.252,265.5,5.965,13.368,26524.54
867,2023-05-25,10.49,9.678,0.26,17.955,18.686,14.47,2.251,266.8,5.88,13.046,26408.0
868,2023-05-26,10.61,9.796,0.2585,17.945,18.708,14.772,2.245,271.7,5.954,13.192,26713.4
869,2023-05-29,10.64,9.77,0.2547,17.875,18.664,14.75,2.2255,270.0,5.957,13.216,26617.35
870,2023-05-30,10.455,9.77,0.252,17.875,18.574,14.7,2.21,270.3,6.012,12.906,26575.76
871,2023-05-31,10.03,9.696,0.2478,17.715,17.914,14.182,2.1555,266.6,5.858,12.45,26051.33
872,2023-06-01,10.33,9.76,0.2498,17.885,18.732,14.384,2.23,271.3,5.958,12.788,26575.69
873,2023-06-02,10.415,10.0,0.2523,18.14,18.858,14.786,2.2715,279.1,6.046,13.142,27068.33
874,2023-06-05,10.3,9.906,0.2477,18.05,18.418,14.816,2.259,278.2,5.997,13.102,26856.85
875,2023-06-06,10.23,9.942,0.2506,18.16,18.7,14.75,2.2855,278.2,6.05,12.984,27036.67
876,2023-06-07,10.01,10.0,0.2498,18.105,18.482,14.964,2.303,276.2,6.012,13.08,27055.5
877,2023-06-08,10.18,9.976,0.2507,18.3,18.658,15.18,2.324,276.6,6.074,13.116,27275.04
878,2023-06-09,10.31,9.904,0.2507,18.3,18.35,15.052,2.3095,276.4,6.073,12.984,27162.02
879,2023-06-12,10.385,9.99,0.2461,18.605,18.51,15.296,2.306,280.0,6.111,12.83,27410.47
880,2023-06-13,10.485,10.02,0.2465,18.8,18.516,15.562,2.312,279.5,6.07,12.96,27566.03
881,2023-06-14,10.3,10.095,0.2577,18.93,19.122,15.766,2.35,281.3,6.108,12.986,27809.09
882,2023-06-15,10.3,10.065,0.2574,18.91,18.846,15.732,2.358,280.6,6.098,13.05,27731.78
883,2023-06-16,10.5,10.08,0.259,18.695,19.258,15.858,2.373,281.3,6.111,12.978,27861.8
884,2023-06-19,10.585,9.648,0.2626,18.665,19.696,15.74,2.3945,281.2,6.098,12.99,27754.18
885,2023-06-20,10.62,9.55,0.2641,18.585,19.9,15.38,2.3865,280.3,6.101,12.816,27576.11
886,2023-06-21,10.615,9.518,0.267,18.465,20.55,15.366,2.406,281.0,6.044,13.066,27609.37
887,2023-06-22,10.65,9.48,0.2594,18.325,20.255,15.224,2.379,280.1,6.044,12.886,27410.08
888,2023-06-23,10.675,9.522,0.258,18.26,20.145,15.116,2.335,282.6,6.057,12.796,27209.66
889,2023-06-26,10.175,9.49,0.249,18.28,20.29,15.184,2.332,281.6,6.08,12.938,27242.91
890,2023-06-27,10.16,9.722,0.2507,18.385,20.58,15.314,2.3615,283.9,6.137,12.746,27401.09
891,2023-06-28,10.3,9.84,0.2595,18.35,20.57,15.47,2.3635,291.3,6.148,12.802,27637.46
892,2023-06-29,10.43,9.856,0.2576,18.56,21.12,16.02,2.386,296.0,6.137,12.888,27928.44
893,2023-06-30,10.395,9.916,0.2578,18.62,21.265,16.09,2.4,299.5,6.168,13.182,28230.83
894,2023-07-03,10.44,9.888,0.26,19.25,21.49,16.292,2.437,296.3,6.24,13.412,28446.9
895,2023-07-04,10.34,9.88,0.2625,19.165,21.13,16.256,2.4205,294.6,6.339,13.464,28386.88
896,2023-07-05,10.525,9.842,0.2612,18.915,21.35,16.16,2.409,295.8,6.21,13.37,28220.18
897,2023-07-06,10.385,9.698,0.254,18.465,20.845,15.878,2.3405,287.5,6.038,13.034,27506.91
898,2023-07-07,10.645,9.772,0.2541,18.445,21.28,16.208,2.349,288.2,6.097,13.052,27778.32
899,2023-07-10,10.87,9.782,0.2566,18.435,21.295,16.266,2.357,289.5,6.076,13.12,27872.0
900,2023-07-11,11.1,9.82,0.2563,18.575,21.28,16.344,2.3805,290.1,6.12,13.234,28061.59
901,2023-07-12,11.26,9.88,0.2603,18.8,21.68,16.728,2.408,289.6,6.23,13.534,28552.18
902,2023-07-13,11.3,9.97,0.261,18.88,21.95,16.812,2.444,288.8,6.33,13.62,28774.77
903,2023-07-14,11.295,9.952,0.2624,18.88,21.79,16.706,2.4305,292.9,6.238,13.426,28663.3
904,2023-07-17,11.58,9.936,0.2618,18.885,22.02,16.604,2.435,292.1,6.23,13.294,28608.54
905,2023-07-18,11.83,9.94,0.2628,18.9,22.07,16.604,2.466,289.0,6.277,13.43,28706.76
906,2023-07-19,11.68,9.968,0.2609,18.765,21.975,16.59,2.492,288.2,6.275,13.43,28712.31
907,2023-07-20,11.715,10.1,0.2635,19.0,22.205,16.66,2.522,286.0,6.294,13.54,28815.75
908,2023-07-21,11.515,10.11,0.2626,19.09,22.205,16.51,2.531,286.7,6.336,13.64,28855.09
909,2023-07-24,11.575,10.23,0.2649,19.1,22.38,16.776,2.536,287.0,6.195,13.808,28908.42
910,2023-07-25,11.595,10.335,0.2613,19.055,22.49,16.786,2.539,287.1,6.197,13.71,28966.41
911,2023-07-26,11.575,10.305,0.265,19.05,22.555,17.23,2.539,286.1,6.22,13.59,28980.45
912,2023-07-27,11.8,10.41,0.267,19.255,22.59,18.148,2.573,291.8,6.311,13.73,29597.81
913,2023-07-28,11.88,10.41,0.265,19.265,22.435,18.58,2.6095,292.2,6.275,13.658,29500.2
914,2023-07-31,12.315,10.395,0.2623,19.38,23.0,18.644,2.629,291.4,6.272,13.884,29644.71
915,2023-08-01,12.425,10.285,0.2663,19.135,22.62,18.294,2.609,289.9,6.21,13.776,29356.16
916,2023-08-02,12.56,10.06,0.265,18.73,22.285,18.056,2.563,289.0,6.076,13.534,28974.54
917,2023-08-03,12.55,10.055,0.2546,18.705,22.24,17.892,2.5455,288.1,6.006,13.666,28702.74
918,2023-08-04,12.91,10.11,0.2513,18.735,22.33,17.858,2.5435,285.4,5.943,13.724,28586.37
919,2023-08-07,13.31,10.075,0.2491,18.79,22.625,17.804,2.56,281.9,5.932,13.678,28547.61
920,2023-08-08,13.345,9.934,0.2545,18.66,21.28,17.554,2.338,282.6,5.923,13.626,27942.25
921,2023-08-09,13.32,10.09,0.269,18.445,22.21,17.396,2.3925,282.7,6.007,14.068,28308.09
922,2023-08-10,13.345,10.17,0.2764,18.38,22.35,17.45,2.438,288.5,6.096,14.126,28575.05
923,2023-08-11,13.185,10.135,0.276,18.465,22.15,16.85,2.4395,285.2,6.006,14.048,28274.74
924,2023-08-14,13.085,10.16,0.2819,18.64,22.32,16.898,2.445,288.1,6.054,14.014,28435.49
925,2023-08-16,12.87,10.04,0.2791,18.55,21.875,16.668,2.429,289.3,5.953,13.93,28169.96
926,2023-08-17,12.815,10.0,0.2775,18.465,21.78,16.476,2.4195,284.2,5.884,13.974,27879.35
927,2023-08-18,12.83,9.952,0.2771,18.405,21.58,16.354,2.411,279.6,5.924,14.034,27761.98
928,2023-08-21,12.93,10.02,0.2783,18.43,21.89,16.644,2.439,285.9,5.924,14.09,27986.92
929,2023-08-22,12.905,10.05,0.2762,18.5,22.02,16.716,2.4595,287.3,5.989,14.114,28164.99
930,2023-08-23,13.075,10.065,0.2773,18.55,21.92,16.734,2.455,287.2,6.063,14.074,28233.8
931,2023-08-24,13.0,10.055,0.2746,18.515,21.455,16.546,2.448,285.7,6.074,14.128,28072.12
932,2023-08-25,12.955,10.095,0.2745,18.61,21.75,16.72,2.4495,286.8,6.109,14.154,28208.45
933,2023-08-28,13.07,10.24,0.2837,18.77,22.17,16.932,2.477,289.0,6.13,14.298,28544.56
934,2023-08-29,13.11,10.325,0.284,19.05,22.6,17.22,2.4925,293.1,6.207,14.356,28889.76
935,2023-08-30,13.25,10.305,0.2859,19.175,22.7,17.166,2.502,294.2,6.185,14.368,28916.7
936,2023-08-31,13.315,10.255,0.2865,19.13,22.565,17.176,2.472,293.0,6.21,14.284,28831.52
937,2023-09-01,13.315,10.225,0.2944,19.05,22.345,16.8,2.4595,284.2,6.156,14.538,28650.49
938,2023-09-04,13.375,10.155,0.3046,19.01,22.43,16.816,2.4545,283.5,6.149,14.602,28647.33
939,2023-09-05,13.66,10.16,0.3047,18.91,22.035,16.906,2.4465,285.2,6.133,14.834,28652.18
940,2023-09-06,13.795,10.075,0.3036,18.765,20.935,16.92,2.3915,280.8,6.103,14.792,28211.46
941,2023-09-07,13.86,10.095,0.3099,19.02,20.71,16.952,2.385,278.8,6.209,14.74,28155.58
942,2023-09-08,13.74,10.11,0.3106,19.09,20.745,17.0,2.4135,279.3,6.191,14.798,28233.2
943,2023-09-11,13.86,10.135,0.3126,19.35,21.1,17.376,2.48,280.4,6.21,15.052,28525.1
944,2023-09-12,13.805,10.07,0.3148,19.475,21.17,17.826,2.4755,279.3,6.199,15.102,28584.58
945,2023-09-13,13.81,10.065,0.314,19.495,21.2,17.768,2.4625,278.2,6.126,15.122,28481.77
946,2023-09-14,13.765,10.295,0.3108,19.81,21.705,17.574,2.475,282.0,6.322,15.37,28872.73
947,2023-09-15,13.98,10.18,0.3144,19.825,21.685,17.906,2.469,284.0,6.285,15.336,28895.39
948,2023-09-18,13.86,10.12,0.3101,19.66,21.645,17.786,2.43,279.8,6.236,14.974,28585.86
949,2023-09-19,14.08,10.115,0.32,19.925,22.055,18.052,2.4415,281.5,6.225,15.3,28757.63
950,2023-09-20,14.03,10.22,0.325,20.0,23.1,18.616,2.5135,287.2,6.275,15.236,29229.3
951,2023-09-21,13.75,10.085,0.3194,19.84,23.665,18.162,2.493,273.8,6.087,15.016,28708.55
952,2023-09-22,13.605,10.04,0.3248,19.685,23.345,18.286,2.461,273.0,6.045,15.238,28575.9
953,2023-09-25,13.625,10.015,0.3144,19.505,23.115,18.068,2.4595,272.7,5.975,15.218,28382.19
954,2023-09-26,13.47,9.926,0.3065,19.555,22.56,17.982,2.426,271.1,5.948,15.178,28098.88
955,2023-09-27,13.675,9.866,0.3021,19.355,22.595,17.858,2.423,272.7,5.851,15.372,28012.3
956,2023-09-28,13.77,9.88,0.2945,19.44,22.5,18.164,2.4495,278.3,5.788,15.42,28163.03
957,2023-09-29,13.66,9.968,0.2961,19.365,22.73,18.21,2.44,279.7,5.82,15.256,28243.26
958,2023-10-02,13.54,9.676,0.297,19.075,22.055,18.1,2.411,282.8,5.661,14.9,27849.65
959,2023-10-03,13.48,9.55,0.292,18.99,21.675,17.806,2.386,281.2,5.517,14.728,27482.21
960,2023-10-04,13.2,9.568,0.2898,18.76,21.545,17.726,2.3625,283.2,5.557,14.498,27435.59
961,2023-10-05,13.08,9.548,0.282,18.605,21.835,17.822,2.364,282.8,5.554,14.44,27490.81
962,2023-10-06,12.94,9.636,0.2654,18.75,22.46,17.998,2.4015,286.2,5.601,14.64,27810.61
963,2023-10-09,13.56,9.542,0.2607,18.57,22.14,17.998,2.3765,283.0,5.604,14.972,27682.06
964,2023-10-10,13.745,9.762,0.273,19.05,22.815,18.556,2.425,291.3,5.711,15.15,28318.22
965,2023-10-11,13.95,9.82,0.2716,19.045,22.95,18.938,2.443,291.6,5.781,15.086,28419.06
966,2023-10-12,14.31,9.834,0.2704,19.225,22.925,18.908,2.4475,295.0,5.754,15.296,28493.35
967,2023-10-13,13.96,9.748,0.2744,19.09,22.425,18.83,2.406,297.2,5.723,15.498,28237.02
968,2023-10-16,14.27,9.872,0.2573,19.17,23.005,18.7,2.4165,298.4,5.744,15.48,28391.6
969,2023-10-17,14.395,9.898,0.2668,19.15,23.02,18.894,2.428,293.6,5.742,15.532,28367.36
970,2023-10-18,14.35,9.686,0.2688,18.97,22.79,18.772,2.4,288.7,5.701,15.64,28135.79
971,2023-10-19,14.0,9.522,0.2671,18.58,22.505,18.086,2.375,285.1,5.682,15.452,27746.82
972,2023-10-20,13.865,9.188,0.2573,18.145,22.125,17.648,2.344,284.4,5.647,15.398,27357.0
973,2023-10-23,13.675,9.166,0.2505,18.255,22.69,18.022,2.3735,286.1,5.691,15.436,27558.78
974,2023-10-24,13.895,9.17,0.2491,18.39,22.995,17.726,2.3615,284.9,5.773,15.406,27572.74
975,2023-10-25,14.055,9.1,0.239,18.38,22.495,17.778,2.356,284.5,5.752,15.42,27428.6
976,2023-10-26,14.05,9.23,0.2408,18.475,22.825,17.672,2.37,283.0,5.779,15.482,27507.9
977,2023-10-27,13.85,9.142,0.2412,18.41,23.08,17.318,2.3775,282.6,5.755,15.51,27287.45
978,2023-10-30,14.175,9.198,0.2417,18.545,23.49,17.04,2.4015,281.8,5.886,15.364,27339.91
979,2023-10-31,14.235,9.34,0.2441,18.745,23.625,17.6,2.4565,285.5,5.988,15.428,27741.91
980,2023-11-01,14.465,9.322,0.2531,18.915,23.915,17.942,2.491,287.2,6.033,15.48,27985.44
981,2023-11-02,14.42,9.434,0.2587,19.045,23.5,18.336,2.524,303.3,6.114,15.704,28479.39
982,2023-11-03,14.34,9.53,0.2597,19.015,23.43,18.696,2.5635,308.7,6.16,15.366,28674.83
983,2023-11-06,14.205,9.582,0.251,18.89,23.435,18.326,2.566,311.9,6.146,15.404,28592.6
984,2023-11-07,14.15,9.676,0.2493,18.825,23.56,18.086,2.564,310.9,6.119,15.012,28395.9
985,2023-11-08,14.18,9.882,0.2514,18.85,23.76,18.312,2.5685,314.3,6.088,14.826,28433.33
986,2023-11-09,14.205,9.998,0.2534,18.965,23.94,18.126,2.578,316.0,6.156,14.936,28644.09
987,2023-11-10,14.87,9.882,0.2525,19.105,23.865,17.982,2.566,314.7,6.129,14.998,28504.43
988,2023-11-13,14.83,10.03,0.2606,19.395,24.645,18.314,2.6025,321.0,6.184,15.232,28925.26
989,2023-11-14,14.395,10.12,0.2628,19.6,24.695,18.672,2.6295,324.0,6.275,15.25,29344.43
990,2023-11-15,14.355,10.135,0.2632,19.655,24.685,18.878,2.6455,325.4,6.249,15.19,29466.93
991,2023-11-16,14.38,10.065,0.2599,19.585,24.76,18.498,2.6465,325.3,6.302,14.86,29258.1
992,2023-11-17,14.655,10.17,0.2592,19.46,25.035,18.47,2.6845,329.6,6.405,15.012,29498.43
993,2023-11-20,14.92,9.97,0.2619,19.23,25.21,18.894,2.5625,332.0,6.49,15.008,29541.9
994,2023-11-21,14.665,9.88,0.2531,19.035,24.815,18.556,2.5255,330.1,6.416,14.934,29153.42
995,2023-11-22,14.39,9.83,0.2561,18.895,24.725,18.564,2.541,335.3,6.391,14.724,29154.91
996,2023-11-23,14.51,9.836,0.2561,18.905,25.07,18.672,2.5595,332.1,6.382,14.936,29235.71
997,2023-11-24,14.52,9.874,0.26,19.07,25.12,18.798,2.5995,336.0,6.414,15.068,29432.3
998,2023-11-27,14.01,9.762,0.2668,19.04,24.795,18.748,2.6,337.1,6.432,15.03,29342.29
999,2023-11-28,14.17,9.828,0.2653,19.01,24.755,18.73,2.6245,336.4,6.442,15.198,29376.74
1000,2023-11-29,14.125,9.814,0.2634,18.97,25.325,19.714,2.6465,335.4,6.433,15.108,29688.45
1001,2023-11-30,14.07,9.876,0.2666,19.005,24.985,19.902,2.6415,330.6,6.486,15.168,29737.38
1002,2023-12-01,14.335,9.92,0.2666,18.955,25.18,20.105,2.666,328.8,6.507,15.25,29928.45
1003,2023-12-04,14.13,9.944,0.265,18.845,25.31,20.305,2.695,326.9,6.535,14.96,29914.09
1004,2023-12-05,13.905,9.966,0.2639,18.94,25.265,20.465,2.6835,335.3,6.55,15.09,30082.88
1005,2023-12-06,13.915,10.015,0.2633,19.075,25.565,21.06,2.7055,337.1,6.548,14.912,30326.29
1006,2023-12-07,13.58,9.974,0.2633,19.115,25.03,20.915,2.6775,337.0,6.542,14.77,30121.77
