,Data,Leonardo,Poste Italiane,Telecom Italia,Generali,UniCredit,Stellantis,Intesa Sanpaolo,Ferrari,Enel,Eni,FTSE MIB
1007,2023-12-08,13.85,10.035,0.2658,19.14,25.3,21.025,2.7,340.7,6.566,15.01,30403.9
1008,2023-12-11,13.815,10.085,0.2633,19.145,25.3,21.01,2.691,343.8,6.517,14.984,30426.58
1009,2023-12-12,13.84,10.085,0.2586,19.235,25.04,20.97,2.682,342.5,6.55,14.804,30342.15
1010,2023-12-13,14.43,10.045,0.2491,19.215,24.98,20.91,2.6805,339.0,6.612,14.75,30295.69
1011,2023-12-14,14.435,10.12,0.2626,19.035,23.85,21.26,2.6215,331.2,6.722,14.848,30359.06
1012,2023-12-15,14.78,10.225,0.2688,19.095,23.685,21.545,2.635,327.5,6.67,14.814,30373.89
1013,2023-12-18,14.56,10.2,0.2809,19.09,24.12,21.515,2.625,316.3,6.663,14.992,30241.02
1014,2023-12-19,14.705,10.18,0.2799,19.19,24.33,21.285,2.652,317.0,6.7,15.026,30363.53
1015,2023-12-20,14.62,10.275,0.296,19.19,24.33,21.24,2.637,314.3,6.668,15.204,30361.21
1016,2023-12-21,14.685,10.23,0.3009,19.085,24.34,21.245,2.63,306.6,6.674,15.2,30274.26
1017,2023-12-22,14.75,10.265,0.3001,19.16,24.42,21.225,2.647,304.9,6.719,15.288,30353.29
1018,2023-12-27,14.875,10.3,0.3007,19.245,24.45,21.23,2.6565,304.4,6.721,15.436,30421.51
1019,2023-12-28,14.95,10.26,0.2994,19.09,24.39,21.185,2.6425,304.4,6.709,15.358,30331.17
1020,2023-12-29,14.935,10.275,0.2942,19.105,24.565,21.15,2.6435,305.2,6.73,15.348,30351.62
1021,2024-01-02,15.24,10.37,0.2993,19.36,25.03,21.175,2.6945,307.4,6.709,15.556,30524.63
1022,2024-01-03,15.445,10.185,0.2897,19.34,24.85,20.45,2.692,305.7,6.626,15.438,30100.84
1023,2024-01-04,16.33,10.275,0.2923,19.76,25.615,20.425,2.7545,306.8,6.724,15.52,30403.96
1024,2024-01-05,16.205,10.26,0.2933,19.74,25.79,20.51,2.7875,305.6,6.691,15.54,30440.95
1025,2024-01-08,16.37,10.29,0.2909,19.795,25.99,20.67,2.7955,311.1,6.709,15.08,30569.92
1026,2024-01-09,16.46,10.27,0.2903,19.68,25.555,20.555,2.757,313.4,6.699,14.924,30408.78
1027,2024-01-10,16.635,10.205,0.286,19.735,25.865,20.78,2.7485,316.9,6.737,14.884,30450.78
1028,2024-01-11,16.96,10.095,0.284,19.72,25.615,20.61,2.727,317.9,6.672,14.812,30249.16
1029,2024-01-12,17.275,10.145,0.2836,19.7,25.655,20.455,2.727,319.3,6.79,15.042,30470.55
1030,2024-01-15,17.04,10.15,0.2816,19.8,25.6,20.135,2.723,313.3,6.807,14.996,30327.72
1031,2024-01-16,17.095,10.115,0.2834,20.06,25.805,19.916,2.716,319.1,6.75,14.932,30337.62
1032,2024-01-17,17.05,10.075,0.2859,20.14,25.895,19.638,2.7285,316.2,6.636,14.652,30098.86
1033,2024-01-18,16.88,10.155,0.2818,20.42,26.6,19.838,2.75,319.7,6.622,14.608,30350.53
1034,2024-01-19,16.44,10.105,0.2831,20.33,26.44,19.67,2.7555,319.5,6.662,14.45,30283.61
1035,2024-01-22,16.5,10.215,0.2868,20.47,26.55,19.7,2.768,312.4,6.383,14.34,30182.32
1036,2024-01-23,16.135,10.205,0.2897,20.39,26.485,19.566,2.772,305.8,6.334,14.358,30077.46
1037,2024-01-24,16.36,10.31,0.2842,20.41,26.995,19.564,2.8345,309.2,6.316,14.49,30338.35
1038,2024-01-25,16.4,10.27,0.2825,20.35,26.52,19.422,2.808,306.3,6.296,14.566,30157.8
1039,2024-01-26,16.125,10.315,0.2861,20.43,26.69,19.524,2.811,313.2,6.271,14.756,30379.33
1040,2024-01-29,16.2,10.055,0.2788,20.52,26.675,19.474,2.782,315.9,6.223,14.92,30233.61
1041,2024-01-30,16.235,9.996,0.273,20.55,27.035,20.22,2.877,322.9,6.256,14.924,30623.27
1042,2024-01-31,16.205,10.065,0.2789,20.69,27.16,20.495,2.863,323.7,6.341,14.814,30744.24
1043,2024-02-01,16.015,9.996,0.2782,20.48,26.505,20.77,2.803,353.5,6.204,14.798,30689.11
1044,2024-02-02,15.995,10.07,0.2842,20.61,26.665,21.25,2.8,347.5,6.182,14.586,30717.95
1045,2024-02-05,16.245,10.07,0.2721,20.61,28.825,21.075,2.8655,346.2,6.127,14.374,30952.79
1046,2024-02-06,16.85,10.09,0.2717,20.62,28.77,21.45,2.902,351.4,6.076,14.602,31116.75
1047,2024-02-07,16.665,9.934,0.2679,20.54,28.665,21.675,2.84,355.5,6.03,14.37,30976.02
1048,2024-02-08,16.46,9.862,0.2649,20.59,28.815,22.135,2.817,355.0,5.953,14.366,31064.15
1049,2024-02-09,17.01,9.792,0.2664,20.4,29.055,22.465,2.7855,362.4,5.874,14.294,31156.06
1050,2024-02-12,17.205,9.92,0.2742,20.55,29.57,22.64,2.8235,360.4,5.917,14.438,31456.73
1051,2024-02-13,17.245,9.858,0.2698,20.55,29.39,22.39,2.806,354.0,5.883,14.47,31134.17
1052,2024-02-14,18.29,9.95,0.275,20.54,29.765,22.575,2.8155,355.5,5.914,14.502,31329.38
1053,2024-02-15,18.58,10.035,0.276,20.71,29.63,23.87,2.8285,359.6,5.925,14.604,31694.44
1054,2024-02-16,18.77,10.035,0.2781,20.87,29.79,23.775,2.825,363.0,5.874,14.154,31732.39
1055,2024-02-19,19.19,10.1,0.2945,20.8,29.81,23.615,2.839,361.6,5.861,14.17,31676.05
1056,2024-02-20,19.15,10.11,0.2875,20.93,29.95,23.4,2.8495,362.5,5.903,14.132,31701.48
1057,2024-02-21,19.03,10.175,0.2854,21.19,30.445,23.54,2.8855,368.9,5.957,14.302,32018.4
1058,2024-02-22,19.08,10.25,0.2847,21.44,30.46,24.23,2.8965,380.2,5.933,14.23,32356.26
1059,2024-02-23,19.0,10.3,0.2853,22.14,31.01,24.61,2.939,386.0,5.958,14.256,32700.92
1060,2024-02-26,19.98,10.31,0.2839,22.14,30.825,24.305,2.9545,384.4,5.876,14.252,32557.81
1061,2024-02-27,19.51,10.46,0.2856,21.92,30.765,24.245,2.9525,389.2,5.94,14.38,32706.44
1062,2024-02-28,19.64,10.515,0.2856,21.89,31.0,24.365,2.95,394.7,5.853,14.356,32617.96
1063,2024-02-29,19.755,10.84,0.2781,21.92,30.91,24.135,2.938,389.9,5.883,14.248,32580.94
1064,2024-03-01,20.24,11.285,0.284,21.95,30.995,24.435,3.0045,392.3,5.892,14.328,32934.29
1065,2024-03-04,20.54,11.215,0.2826,21.99,31.305,24.625,3.0,381.0,5.903,14.388,32912.34
1066,2024-03-05,20.71,11.285,0.2794,22.17,31.41,24.73,3.0605,380.5,6.038,14.508,33146.16
1067,2024-03-06,20.88,11.39,0.2779,22.16,31.365,25.0,3.103,380.4,6.101,14.628,33363.84
1068,2024-03-07,20.77,11.46,0.2118,22.07,31.37,25.18,3.087,383.3,6.139,14.632,33418.68
1069,2024-03-08,20.69,11.505,0.222,22.22,30.785,25.105,3.1025,387.3,6.13,14.702,33403.8
1070,2024-03-11,19.85,11.57,0.2118,22.3,31.03,25.295,3.071,380.5,6.156,14.558,33315.07
1071,2024-03-12,20.01,11.625,0.2108,22.42,31.74,25.765,3.142,387.7,6.151,14.692,33753.12
1072,2024-03-13,20.7,11.645,0.2123,22.64,32.15,25.435,3.183,387.4,6.209,14.978,33885.43
1073,2024-03-14,21.36,11.71,0.2197,22.66,32.205,25.37,3.171,386.5,6.129,14.522,33786.18
1074,2024-03-15,21.28,11.72,0.2182,22.73,32.9,26.03,3.2275,388.2,6.131,14.506,33940.03
1075,2024-03-18,21.76,11.78,0.2185,22.75,33.17,26.15,3.229,393.6,6.074,14.216,33940.96
1076,2024-03-19,22.11,11.93,0.2192,22.95,33.87,26.61,3.276,398.4,6.076,14.556,34262.36
1077,2024-03-20,22.22,11.47,0.2233,22.98,33.91,26.66,3.271,399.2,6.103,14.326,34293.29
1078,2024-03-21,22.01,11.495,0.2143,23.17,33.91,26.915,3.293,399.2,6.07,14.36,34327.95
1079,2024-03-22,22.36,11.44,0.2152,23.2,33.595,26.935,3.295,401.5,6.081,14.354,34343.61
1080,2024-03-25,22.97,11.455,0.2242,23.46,34.08,27.155,3.3215,406.0,6.067,14.554,34639.41
1081,2024-03-26,23.04,11.555,0.2277,23.54,34.52,26.58,3.3455,405.7,6.084,14.55,34688.17
1082,2024-03-27,22.96,11.565,0.2245,23.67,34.42,26.685,3.348,406.2,6.168,14.57,34759.69
1083,2024-03-28,23.28,11.605,0.2251,23.46,35.175,26.345,3.363,404.0,6.119,14.648,34750.35
1084,2024-04-02,22.98,11.53,0.2215,23.42,35.15,25.48,3.3475,391.3,5.988,15.03,34325.23
1085,2024-04-03,23.29,11.53,0.233,23.42,35.65,25.015,3.403,388.1,5.99,15.176,34480.87
1086,2024-04-04,23.08,11.665,0.2285,23.16,35.45,25.05,3.385,387.1,6.046,15.348,34454.58
1087,2024-04-05,23.27,11.52,0.2256,22.94,34.9,24.6,3.329,387.5,5.907,15.508,34010.88
1088,2024-04-08,23.7,11.685,0.2323,23.12,35.385,24.895,3.356,390.8,5.899,15.514,34315.96
1089,2024-04-09,21.58,11.525,0.2356,22.79,34.52,25.075,3.3115,385.5,5.825,15.446,33946.29
1090,2024-04-10,21.63,11.72,0.2337,22.82,34.95,25.23,3.35,390.6,5.699,15.376,34039.63
1091,2024-04-11,21.71,11.64,0.2303,22.65,33.97,25.21,3.282,389.9,5.707,15.318,33713.94
1092,2024-04-12,22.12,11.575,0.2282,22.76,34.045,24.385,3.29,387.6,5.873,15.73,33764.15
1093,2024-04-15,22.63,11.66,0.2261,22.66,34.35,24.995,3.3265,389.9,5.848,15.534,33954.28
1094,2024-04-16,22.67,11.5,0.223,22.36,33.645,24.25,3.252,387.4,5.794,15.2,33393.85
1095,2024-04-17,22.29,11.485,0.2231,22.47,34.385,24.27,3.299,390.5,5.786,15.33,33632.71
1096,2024-04-18,21.97,11.655,0.219,22.53,35.08,24.35,3.3495,391.6,5.872,15.23,33881.5
1097,2024-04-19,21.68,11.65,0.2218,22.67,35.275,24.23,3.377,387.2,5.955,15.258,33922.16
1098,2024-04-22,21.75,11.73,0.224,22.77,34.13,23.135,3.4285,382.8,6.049,15.34,33724.82
1099,2024-04-23,22.23,11.925,0.228,23.09,35.33,23.305,3.5195,394.8,6.12,15.52,34363.75
1100,2024-04-24,21.98,11.795,0.2254,23.03,34.985,23.275,3.517,393.4,6.088,15.236,34271.12
1101,2024-04-25,21.42,11.73,0.2224,22.76,34.785,22.89,3.503,386.2,6.06,15.254,33939.75
1102,2024-04-26,21.76,11.8,0.2226,22.8,35.48,23.045,3.55,394.5,6.13,15.26,34249.77
1103,2024-04-29,22.09,11.945,0.2261,22.93,35.07,23.225,3.543,392.7,6.2,15.274,34296.31
1104,2024-04-30,21.63,11.92,0.2229,22.9,34.58,20.88,3.526,387.2,6.181,15.136,33746.66
1105,2024-05-02,21.53,11.93,0.2218,23.2,34.9,19.98,3.574,395.1,6.242,14.824,33736.4
1106,2024-05-03,21.81,11.91,0.2262,23.01,34.195,20.33,3.462,399.1,6.25,14.708,33629.21
1107,2024-05-06,22.46,12.09,0.2259,23.34,34.84,20.23,3.563,397.6,6.325,14.854,33986.9
1108,2024-05-07,21.46,12.36,0.2242,23.94,36.09,20.2,3.5985,378.8,6.384,14.968,34242.49
1109,2024-05-08,22.05,12.315,0.2223,23.9,35.965,19.8,3.5935,378.4,6.446,14.936,34151.41
1110,2024-05-09,22.1,12.265,0.2251,24.08,35.995,20.23,3.5795,377.7,6.508,15.032,34339.32
1111,2024-05-10,22.76,12.305,0.2262,24.4,36.025,20.28,3.6005,374.5,6.755,15.18,34657.35
1112,2024-05-13,22.0,12.295,0.2324,24.49,35.88,21.03,3.6265,378.1,6.752,15.238,34815.91
1113,2024-05-14,21.93,12.55,0.2375,24.68,36.42,21.47,3.703,380.6,6.714,15.176,35151.42
1114,2024-05-15,22.5,12.385,0.2428,24.6,36.28,21.375,3.727,381.3,6.842,15.112,35366.2
1115,2024-05-16,23.22,12.4,0.2458,24.84,36.31,21.17,3.733,386.8,6.819,14.78,35410.13
1116,2024-05-17,23.28,12.365,0.246,24.88,36.28,20.79,3.769,388.2,6.8,14.828,35398.82
1117,2024-05-20,23.6,12.43,0.248,23.84,36.32,20.675,3.559,384.1,6.761,14.66,34825.01
1118,2024-05-21,23.4,12.385,0.2452,23.47,36.5,20.435,3.55,384.0,6.735,14.588,34603.61
1119,2024-05-22,23.46,12.335,0.2468,23.25,35.95,20.395,3.5395,384.5,6.674,14.45,34460.52
1120,2024-05-23,23.58,12.42,0.2465,23.37,36.145,20.36,3.544,384.6,6.606,14.488,34467.67
1121,2024-05-24,23.47,12.63,0.2463,23.38,36.21,20.55,3.551,384.1,6.556,14.384,34490.71
1122,2024-05-27,23.8,12.61,0.2519,23.53,36.44,20.855,3.564,386.7,6.661,14.582,34761.97
1123,2024-05-28,23.53,12.59,0.2505,23.54,36.485,20.7,3.6065,379.0,6.66,14.558,34659.55
1124,2024-05-29,23.06,12.55,0.2452,23.34,36.005,20.33,3.532,374.6,6.57,14.386,34150.54
1125,2024-05-30,23.09,12.53,0.249,23.49,36.425,20.475,3.613,376.8,6.62,14.368,34447.57
1126,2024-05-31,23.57,12.6,0.242,23.6,36.385,20.2,3.606,377.4,6.656,14.496,34492.41
1127,2024-06-03,24.14,12.865,0.252,23.64,36.82,20.14,3.64,375.5,6.75,14.418,34670.06
1128,2024-06-04,23.69,12.79,0.2465,23.65,35.29,19.926,3.5475,378.2,6.736,14.014,34276.02
1129,2024-06-05,23.8,12.955,0.2413,23.84,35.595,20.18,3.543,385.3,6.813,13.946,34507.84
1130,2024-06-06,23.74,12.79,0.2393,23.94,36.5,20.31,3.601,388.2,6.798,14.07,34834.3
1131,2024-06-07,24.17,12.795,0.2367,23.79,36.57,20.19,3.587,382.8,6.71,13.992,34660.38
1132,2024-06-10,24.4,12.755,0.2306,23.63,36.255,20.255,3.568,384.2,6.679,14.108,34542.01
1133,2024-06-11,23.31,12.55,0.2276,23.24,34.895,20.075,3.4765,382.9,6.568,13.988,33874.48
1134,2024-06-12,22.86,12.575,0.2228,23.54,35.685,20.22,3.5305,394.4,6.641,13.942,34358.83
1135,2024-06-13,22.36,12.39,0.2242,23.23,34.445,19.66,3.415,387.1,6.554,13.718,33609.85
1136,2024-06-14,21.18,12.175,0.2238,22.59,32.535,18.82,3.33,379.7,6.337,13.508,32665.21
1137,2024-06-17,21.79,12.365,0.2264,22.8,33.155,18.984,3.3655,385.3,6.319,13.534,32908.05
1138,2024-06-18,22.41,12.42,0.2295,23.06,34.09,19.026,3.419,383.7,6.45,13.784,33315.68
1139,2024-06-19,22.64,12.425,0.2244,23.06,34.07,18.98,3.46,385.6,6.4,13.898,33220.31
1140,2024-06-20,22.84,12.62,0.2298,23.33,34.8,19.074,3.4935,391.1,6.489,14.132,33675.15
1141,2024-06-21,22.47,12.565,0.2243,23.23,34.055,19.032,3.453,386.1,6.469,13.936,33308.77
1142,2024-06-24,22.29,12.035,0.2311,23.66,35.365,19.386,3.532,393.7,6.542,14.124,33834.91
1143,2024-06-25,21.64,12.085,0.225,23.55,34.915,19.37,3.5165,396.4,6.578,14.236,33707.21
1144,2024-06-26,21.45,11.945,0.2247,23.35,34.79,19.342,3.5265,389.3,6.548,14.24,33541.98
1145,2024-06-27,21.42,12.01,0.2244,23.3,34.56,18.544,3.4645,383.4,6.497,14.314,33186.89
1146,2024-06-28,21.68,11.895,0.2235,23.29,34.605,18.47,3.471,380.7,6.494,14.354,33154.05
1147,2024-07-01,21.82,12.23,0.226,23.93,36.205,18.634,3.5815,382.2,6.607,14.532,33716.54
1148,2024-07-02,21.56,12.075,0.231,23.65,35.72,18.208,3.53,381.4,6.585,14.528,33481.4
1149,2024-07-03,22.38,12.065,0.2332,23.76,36.355,18.316,3.564,388.5,6.633,14.462,33844.95
1150,2024-07-04,22.86,12.14,0.2369,23.94,37.025,18.298,3.5795,393.3,6.649,14.606,34106.01
1151,2024-07-05,22.45,11.99,0.2296,23.78,37.015,18.108,3.5495,387.9,6.706,14.454,33987.67
1152,2024-07-08,22.23,12.095,0.2283,23.93,37.13,18.02,3.566,396.5,6.674,14.302,34046.54
1153,2024-07-09,22.45,11.995,0.2263,23.5,36.725,18.068,3.553,395.3,6.649,14.112,33864.47
1154,2024-07-10,23.03,12.12,0.2373,23.64,37.11,18.48,3.5745,399.6,6.732,14.18,34306.4
1155,2024-07-11,22.96,12.14,0.2408,23.57,36.635,18.564,3.591,393.9,6.789,14.2,34318.11
1156,2024-07-12,22.94,12.245,0.2402,23.55,37.115,18.64,3.6195,398.4,6.885,14.294,34580.52
1157,2024-07-15,23.24,12.16,0.2393,23.4,37.14,18.656,3.608,393.8,6.791,14.238,34375.92
1158,2024-07-16,23.35,12.16,0.2395,23.39,37.42,18.492,3.623,391.9,6.741,14.012,34369.19
1159,2024-07-17,22.81,12.105,0.2412,23.42,37.64,18.658,3.648,385.4,6.768,14.134,34379.64
1160,2024-07-18,22.73,12.16,0.2442,23.55,37.655,19.006,3.6675,386.7,6.8,14.29,34529.13
1161,2024-07-19,22.77,12.095,0.2442,23.31,37.52,18.584,3.645,383.7,6.746,14.08,34215.84
1162,2024-07-22,23.05,12.22,0.2325,23.47,38.655,18.814,3.715,388.2,6.564,14.072,34615.05
1163,2024-07-23,23.08,12.325,0.2258,23.63,39.02,18.378,3.744,390.3,6.585,14.026,34637.75
1164,2024-07-24,22.15,12.21,0.2254,23.49,39.1,18.26,3.725,382.3,6.631,14.058,34471.65
1165,2024-07-25,21.28,12.17,0.2273,23.58,38.05,16.674,3.6995,375.5,6.66,14.02,33771.07
1166,2024-07-26,21.93,12.125,0.2285,23.81,37.84,16.166,3.7045,380.5,6.67,14.488,33812.44
1167,2024-07-29,22.24,12.16,0.2284,23.76,37.89,15.628,3.6675,377.0,6.65,14.63,33640.83
1168,2024-07-30,22.64,12.685,0.2307,24.11,38.34,15.486,3.7975,382.0,6.63,14.64,33908.02
1169,2024-07-31,22.01,12.515,0.2267,23.93,37.955,15.404,3.7505,380.4,6.594,14.798,33763.86
1170,2024-08-01,21.6,12.13,0.2287,23.44,35.79,15.19,3.6035,389.9,6.518,14.55,32857.43
1171,2024-08-02,20.8,11.835,0.2171,22.73,34.0,14.684,3.4445,392.8,6.486,14.216,32018.82
1172,2024-08-05,20.8,11.53,0.2104,22.05,33.135,14.304,3.411,387.9,6.297,13.934,31293.52
1173,2024-08-06,21.01,11.56,0.2116,21.9,32.6,14.17,3.362,382.0,6.298,13.922,31107.13
1174,2024-08-07,21.36,11.855,0.2177,22.33,34.16,14.238,3.455,389.0,6.43,14.216,31831.64
1175,2024-08-08,21.16,11.775,0.2169,22.58,34.18,14.238,3.4435,383.7,6.428,14.268,31741.91
1176,2024-08-09,21.65,11.885,0.2199,22.15,34.445,14.064,3.452,385.7,6.409,14.302,31782.23
1177,2024-08-12,21.91,11.89,0.2211,22.45,34.57,13.98,3.4705,385.7,6.438,14.456,31928.32
1178,2024-08-13,21.83,11.905,0.2179,22.46,34.635,13.878,3.4645,390.4,6.505,14.354,32006.45
1179,2024-08-14,22.52,12.06,0.2254,22.68,35.05,14.096,3.489,406.0,6.489,14.326,32328.03
1180,2024-08-16,22.62,12.31,0.2272,23.24,36.34,14.366,3.597,418.5,6.57,14.498,33040.81
1181,2024-08-19,22.44,12.415,0.2361,23.45,36.67,14.732,3.614,419.2,6.591,14.618,33266.32
1182,2024-08-20,22.06,12.28,0.2337,23.61,35.845,14.734,3.5945,420.7,6.579,14.494,33075.62
1183,2024-08-21,22.08,12.37,0.232,23.7,35.775,14.878,3.616,431.4,6.603,14.516,33312.41
1184,2024-08-22,22.05,12.405,0.2317,23.78,36.145,14.736,3.622,431.1,6.607,14.402,33310.93
1185,2024-08-23,22.22,12.495,0.2328,24.02,36.545,14.966,3.6775,431.0,6.714,14.598,33650.17
1186,2024-08-26,22.12,12.49,0.2377,24.04,36.415,14.934,3.663,430.4,6.709,14.736,33604.8
1187,2024-08-27,22.25,12.46,0.2373,24.3,36.485,15.02,3.7,437.7,6.771,14.702,33778.8
1188,2024-08-28,22.74,12.525,0.2383,24.55,36.55,14.988,3.7015,437.3,6.83,14.672,33880.05
1189,2024-08-29,22.99,12.54,0.2351,24.84,36.905,15.146,3.7285,445.4,6.846,14.806,34192.06
1190,2024-08-30,22.96,12.55,0.2392,24.88,37.38,15.138,3.7645,447.2,6.864,14.674,34372.67
1191,2024-09-02,21.3,12.47,0.2351,25.0,37.515,15.02,3.7735,446.0,6.888,14.7,34320.6
1192,2024-09-03,20.92,12.355,0.2291,24.87,36.77,14.606,3.7115,443.8,6.893,14.33,33863.43
1193,2024-09-04,20.73,12.305,0.2344,24.72,36.76,14.534,3.714,438.5,6.882,14.164,33682.26
1194,2024-09-05,20.7,12.35,0.2388,24.97,36.83,14.294,3.751,428.2,6.995,14.2,33684.8
1195,2024-09-06,20.38,12.29,0.2323,24.98,36.225,14.06,3.6665,425.3,7.051,13.988,33291.39
1196,2024-09-09,20.39,12.475,0.2311,25.29,36.605,14.064,3.7265,428.0,7.054,14.08,33590.34
1197,2024-09-10,20.31,12.45,0.2263,24.98,36.075,13.68,3.689,424.7,7.082,13.762,33213.29
1198,2024-09-11,20.21,12.545,0.2252,24.97,36.155,13.62,3.6955,423.2,7.054,13.732,33174.42
1199,2024-09-12,20.58,12.595,0.2404,24.92,37.195,13.512,3.734,425.8,7.082,13.85,33453.78
1200,2024-09-13,20.8,12.625,0.2462,25.17,36.905,13.614,3.755,425.4,7.118,14.008,33568.47
1201,2024-09-16,20.78,12.675,0.2494,25.98,37.1,13.59,3.739,416.8,7.132,14.114,33569.98
1202,2024-09-17,19.85,12.67,0.2497,25.8,37.46,13.642,3.765,419.0,7.184,14.22,33780.28
1203,2024-09-18,20.19,12.29,0.2572,25.8,37.435,13.664,3.768,411.7,7.094,14.25,33655.49
1204,2024-09-19,20.92,12.37,0.2551,25.88,37.9,13.95,3.802,427.3,6.973,14.454,34044.86
1205,2024-09-20,20.86,12.39,0.24,25.87,37.995,13.47,3.825,420.1,6.99,14.282,33762.25
1206,2024-09-23,20.81,12.375,0.2421,25.99,36.735,13.778,3.753,430.2,7.06,14.102,33679.8
1207,2024-09-24,20.77,12.45,0.2444,25.98,37.26,13.994,3.7775,428.3,7.113,14.162,33881.26
1208,2024-09-25,20.87,12.48,0.2426,25.93,37.87,13.784,3.7775,423.0,7.098,13.996,33840.54
1209,2024-09-26,20.57,12.605,0.2449,25.95,39.7,13.992,3.876,428.5,7.156,13.57,34409.34
1210,2024-09-27,20.41,12.655,0.2476,26.13,39.98,14.55,3.8705,424.8,7.213,13.67,34727.4
1211,2024-09-30,20.02,12.59,0.2495,25.95,39.365,12.408,3.8375,419.7,7.175,13.682,34125.26
1212,2024-10-01,20.36,12.565,0.2466,25.89,38.28,12.428,3.7355,413.9,7.221,13.89,33771.08
1213,2024-10-02,21.1,12.67,0.2471,25.78,37.69,12.408,3.716,415.0,7.112,14.118,33675.26
1214,2024-10-03,20.56,12.41,0.2511,25.16,37.7,11.912,3.686,406.5,6.984,14.106,33170.03
1215,2024-10-04,21.03,12.52,0.2562,25.48,38.82,12.12,3.7635,409.6,6.955,14.324,33594.12
1216,2024-10-07,20.96,12.585,0.2549,25.49,39.37,12.214,3.803,410.1,6.94,14.504,33814.52
1217,2024-10-08,20.91,12.715,0.252,25.46,39.205,11.988,3.786,417.0,6.977,14.194,33733.9
1218,2024-10-09,21.08,12.66,0.2551,25.56,39.375,12.22,3.808,419.3,7.001,14.166,33933.03
1219,2024-10-10,20.38,12.725,0.2527,25.99,40.0,12.194,3.85,416.0,6.982,14.262,34077.42
1220,2024-10-11,20.4,12.82,0.241,26.15,40.08,11.856,3.891,426.8,7.066,14.322,34308.01
1221,2024-10-14,21.06,12.915,0.241,26.66,40.23,12.042,3.9225,437.2,7.176,14.354,34680.55
1222,2024-10-15,20.96,12.93,0.246,26.75,40.24,12.002,3.9305,435.4,7.209,13.964,34578.45
1223,2024-10-16,21.53,12.985,0.2523,26.71,40.305,12.01,3.92,433.9,7.285,14.036,34660.0
1224,2024-10-17,21.82,13.375,0.2532,26.88,40.735,11.956,3.9705,443.2,7.32,14.162,35038.73
1225,2024-10-18,21.99,13.415,0.253,26.98,40.825,12.184,4.0,443.3,7.332,14.102,35204.26
1226,2024-10-21,21.83,13.33,0.25,26.74,40.55,11.926,3.9645,441.0,7.337,14.256,34955.95
1227,2024-10-22,22.12,13.23,0.2492,26.22,40.325,12.02,3.931,443.7,7.17,14.278,34733.52
1228,2024-10-23,21.87,13.15,0.2432,26.22,40.255,12.38,3.884,446.7,7.177,14.18,34697.23
1229,2024-10-24,21.93,13.14,0.2416,26.11,40.06,12.56,3.8795,446.2,7.201,14.226,34698.81
1230,2024-10-25,21.79,13.045,0.2402,25.96,40.155,12.672,3.876,450.1,7.188,14.428,34776.1
1231,2024-10-28,22.07,13.18,0.2391,26.24,40.72,12.704,3.9265,453.2,7.208,14.194,35016.44
1232,2024-10-29,21.91,13.1,0.2381,26.07,41.055,12.398,3.973,451.9,7.138,14.036,34925.59
1233,2024-10-30,22.2,12.99,0.2359,25.71,41.015,12.238,3.9445,443.8,7.081,13.992,34502.7
1234,2024-10-31,21.97,12.94,0.2327,25.55,40.68,12.596,3.937,439.8,6.97,14.012,34281.24
1235,2024-11-01,22.31,13.03,0.2335,25.69,42.125,12.724,4.0335,441.3,7.012,14.034,34676.17
1236,2024-11-04,21.76,12.97,0.2315,25.34,42.275,12.608,4.0685,437.9,7.031,14.022,34540.73
1237,2024-11-05,22.57,13.15,0.2289,25.48,42.84,12.65,4.1,407.0,6.998,14.116,34472.06
1238,2024-11-06,23.35,13.195,0.2252,25.36,40.565,12.872,3.972,407.8,6.815,14.004,33940.72
1239,2024-11-07,24.35,13.3,0.2255,25.23,40.005,13.02,3.855,417.2,6.696,14.09,33981.23
1240,2024-11-08,24.71,13.29,0.2235,25.21,39.985,12.538,3.8355,421.7,6.678,13.93,33816.58
1241,2024-11-11,25.78,13.325,0.2258,25.54,40.79,12.762,3.899,427.4,6.755,14.01,34343.83
1242,2024-11-12,25.68,13.115,0.2172,25.2,40.1,12.54,3.8035,413.0,6.591,13.812,33607.14
1243,2024-11-13,25.34,13.1,0.2172,25.51,40.64,12.46,3.823,416.2,6.62,13.718,33707.52
1244,2024-11-14,25.14,13.285,0.2349,25.81,41.8,12.792,3.905,418.6,6.771,14.01,34358.16
1245,2024-11-15,24.78,13.4,0.234,27.06,40.77,12.702,3.9,411.0,6.788,14.096,34191.79
1246,2024-11-18,24.88,13.07,0.2389,27.01,39.65,12.656,3.756,410.0,6.699,13.896,33758.43
1247,2024-11-19,25.22,12.92,0.229,26.87,38.765,12.388,3.7145,406.4,6.643,13.734,33324.73
1248,2024-11-20,25.11,12.92,0.2338,26.75,38.88,12.208,3.6965,404.4,6.564,13.728,33227.7
1249,2024-11-21,25.6,13.005,0.2299,26.94,38.815,12.17,3.6675,409.3,6.58,13.814,33294.96
1250,2024-11-22,25.51,13.09,0.2319,27.01,38.09,12.514,3.6335,418.2,6.723,13.916,33494.83
1251,2024-11-25,25.0,13.145,0.2365,27.27,36.275,12.814,3.609,417.7,6.742,13.74,33427.72
1252,2024-11-26,25.13,13.25,0.2323,27.7,35.87,12.2,3.5825,412.4,6.712,13.456,33167.64
1253,2024-11-27,24.95,13.235,0.2335,27.08,35.815,12.136,3.5775,410.4,6.739,13.416,33089.72
